,Cluster_ID,ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
0,0,1148.20625,9774.190625,13.296875,1.00625,1.0,1.0,963.625,3.428125,92.50625,0.29375,5638.021875,0.203125
1,1,1924.6578034682082,72655.32138728324,115.24739884393064,3.446242774566474,1.0300578034682082,1.0312138728323699,38539.48901734104,18.25664739884393,574.164161849711,1.646242774566474,4272.7202312138725,0.576878612716763
2,2,2081.209730171709,91134.83442354864,185.43499591169257,1.6533115290269829,1.0110384300899429,1.0016353229762878,10149.792313982012,10.31357318070319,484.22076860179885,1.4652493867538838,4016.1295993458707,0.2837285363859362
3,3,1857.906103286385,23279.117370892018,83.68075117370893,3.4460093896713615,1.0234741784037558,1.0845070422535212,46860.46948356808,18.03286384976526,593.2159624413146,1.784037558685446,4377.863849765258,1.0
4,4,3475.064516129032,3115.2129032258063,6.2709677419354835,1.0,1.0,1.0,706.7741935483871,2.832258064516129,17.741935483870968,0.07096774193548387,1381.3612903225805,0.06451612903225806
